"ID";"Name";"NumberOfPersons";"global_id";"Year";"Month";"ID_en";"Name_en";"NumberOfPersons_en";"Year_en";"Month_en";
"7558";"Тамара";"16";"1062034405";"2020";"май";"";"";"";"";"";
"7559";"Надежда";"15";"1062034406";"2020";"май";"";"";"";"";"";
"7560";"Теона";"15";"1062034407";"2020";"май";"";"";"";"";"";
"7561";"Ариана";"14";"1062034408";"2020";"май";"";"";"";"";"";
"7562";"Мила";"14";"1062034409";"2020";"май";"";"";"";"";"";
"7563";"Амира";"14";"1062034410";"2020";"май";"";"";"";"";"";
"7564";"Лидия";"13";"1062034411";"2020";"май";"";"";"";"";"";
"7565";"Лада";"13";"1062034412";"2020";"май";"";"";"";"";"";
"7566";"Аврора";"13";"1062034413";"2020";"май";"";"";"";"";"";
"7567";"Серафима";"13";"1062034414";"2020";"май";"";"";"";"";"";
"7568";"Татьяна";"12";"1062034415";"2020";"май";"";"";"";"";"";
"7569";"Мадина";"12";"1062034416";"2020";"май";"";"";"";"";"";
"7570";"Мира";"12";"1062034417";"2020";"май";"";"";"";"";"";
"7571";"Сабина";"12";"1062034418";"2020";"май";"";"";"";"";"";
"7572";"Амалия";"11";"1062034419";"2020";"май";"";"";"";"";"";
"7573";"Элина";"11";"1062034420";"2020";"май";"";"";"";"";"";
"7574";"Фатима";"11";"1062034421";"2020";"май";"";"";"";"";"";
"7575";"Самира";"11";"1062034422";"2020";"май";"";"";"";"";"";
"7576";"Асия";"11";"1062034423";"2020";"май";"";"";"";"";"";
"7577";"Эмма";"11";"1062034424";"2020";"май";"";"";"";"";"";
"7578";"Лейла";"10";"1062034425";"2020";"май";"";"";"";"";"";
"7579";"Олеся";"10";"1062034426";"2020";"май";"";"";"";"";"";
"7580";"Сара";"10";"1062034427";"2020";"май";"";"";"";"";"";
"7581";"Светлана";"10";"1062034428";"2020";"май";"";"";"";"";"";
"7582";"Алисия";"10";"1062034429";"2020";"май";"";"";"";"";"";
"7583";"Мелисса";"10";"1062034430";"2020";"май";"";"";"";"";"";
"7584";"Лея";"9";"1062034431";"2020";"май";"";"";"";"";"";
"7585";"Айша";"9";"1062034432";"2020";"май";"";"";"";"";"";
"7586";"Зоя";"9";"1062034433";"2020";"май";"";"";"";"";"";
"7587";"Камилла";"9";"1062034434";"2020";"май";"";"";"";"";"";
"7588";"Любовь";"9";"1062034435";"2020";"май";"";"";"";"";"";
"7589";"Милена";"9";"1062034436";"2020";"май";"";"";"";"";"";
"7590";"Евдокия";"9";"1062034437";"2020";"май";"";"";"";"";"";
"7591";"Каролина";"8";"1062034438";"2020";"май";"";"";"";"";"";
"7592";"Альбина";"8";"1062034439";"2020";"май";"";"";"";"";"";
"7593";"Айлин";"8";"1062034440";"2020";"май";"";"";"";"";"";
"7594";"Лилия";"8";"1062034441";"2020";"май";"";"";"";"";"";
"7595";"Адриана";"8";"1062034442";"2020";"май";"";"";"";"";"";
"7596";"Аглая";"8";"1062034443";"2020";"май";"";"";"";"";"";
"7597";"Ясмина";"7";"1062034444";"2020";"май";"";"";"";"";"";
"7598";"Медина";"7";"1062034445";"2020";"май";"";"";"";"";"";
"7599";"Марина";"7";"1062034446";"2020";"май";"";"";"";"";"";
"7600";"Марьяна";"7";"1062034447";"2020";"май";"";"";"";"";"";
"7601";"Мария";"246";"1062034448";"2020";"июнь";"";"";"";"";"";
"7602";"София";"242";"1062034449";"2020";"июнь";"";"";"";"";"";
"7603";"Анна";"218";"1062034450";"2020";"июнь";"";"";"";"";"";
"7604";"Алиса";"179";"1062034451";"2020";"июнь";"";"";"";"";"";
"7605";"Ева";"163";"1062034452";"2020";"июнь";"";"";"";"";"";
"7606";"Виктория";"163";"1062034453";"2020";"июнь";"";"";"";"";"";
"7607";"Елизавета";"148";"1062034454";"2020";"июнь";"";"";"";"";"";
"7608";"Полина";"142";"1062034455";"2020";"июнь";"";"";"";"";"";
"7609";"Анастасия";"140";"1062034456";"2020";"июнь";"";"";"";"";"";
"7610";"Варвара";"124";"1062034457";"2020";"июнь";"";"";"";"";"";
"7611";"Александра";"122";"1062034458";"2020";"июнь";"";"";"";"";"";
"7612";"Ксения";"117";"1062034459";"2020";"июнь";"";"";"";"";"";
"7613";"Дарья";"116";"1062034460";"2020";"июнь";"";"";"";"";"";
"7614";"Василиса";"106";"1062034461";"2020";"июнь";"";"";"";"";"";
"7615";"Екатерина";"105";"1062034462";"2020";"июнь";"";"";"";"";"";
"7616";"Милана";"95";"1062034463";"2020";"июнь";"";"";"";"";"";
"7617";"Кира";"93";"1062034464";"2020";"июнь";"";"";"";"";"";
"7618";"Вероника";"92";"1062034465";"2020";"июнь";"";"";"";"";"";
"7619";"Арина";"89";"1062034466";"2020";"июнь";"";"";"";"";"";
"7620";"Ульяна";"83";"1062034467";"2020";"июнь";"";"";"";"";"";
"7621";"Валерия";"73";"1062034468";"2020";"июнь";"";"";"";"";"";
"7622";"Мирослава";"68";"1062034469";"2020";"июнь";"";"";"";"";"";
"7623";"Амина";"68";"1062034470";"2020";"июнь";"";"";"";"";"";
"7624";"Майя";"67";"1062034471";"2020";"июнь";"";"";"";"";"";
"7625";"Таисия";"66";"1062034472";"2020";"июнь";"";"";"";"";"";
"7626";"Сафия";"60";"1062034473";"2020";"июнь";"";"";"";"";"";
"7627";"Алина";"60";"1062034474";"2020";"июнь";"";"";"";"";"";
"7628";"Софья";"60";"1062034475";"2020";"июнь";"";"";"";"";"";
"7629";"Алёна";"59";"1062034476";"2020";"июнь";"";"";"";"";"";
"7630";"Мия";"56";"1062034477";"2020";"июнь";"";"";"";"";"";
"7631";"Маргарита";"50";"1062034478";"2020";"июнь";"";"";"";"";"";
"7632";"Вера";"47";"1062034479";"2020";"июнь";"";"";"";"";"";
"7633";"Диана";"46";"1062034480";"2020";"июнь";"";"";"";"";"";
"7634";"Эмилия";"44";"1062034481";"2020";"июнь";"";"";"";"";"";
"7635";"Кристина";"40";"1062034482";"2020";"июнь";"";"";"";"";"";
"7636";"Стефания";"39";"1062034483";"2020";"июнь";"";"";"";"";"";
"7637";"Ангелина";"39";"1062034484";"2020";"июнь";"";"";"";"";"";
"7638";"Марьям";"39";"1062034485";"2020";"июнь";"";"";"";"";"";
"7639";"Николь";"38";"1062034486";"2020";"июнь";"";"";"";"";"";
"7640";"Агата";"36";"1062034487";"2020";"июнь";"";"";"";"";"";
"7641";"Ольга";"34";"1062034488";"2020";"июнь";"";"";"";"";"";
"7642";"Аделина";"33";"1062034489";"2020";"июнь";"";"";"";"";"";
"7643";"Есения";"32";"1062034490";"2020";"июнь";"";"";"";"";"";
"7644";"Алия";"31";"1062034491";"2020";"июнь";"";"";"";"";"";
"7645";"Евгения";"30";"1062034492";"2020";"июнь";"";"";"";"";"";
"7646";"Амелия";"30";"1062034493";"2020";"июнь";"";"";"";"";"";
"7647";"Ника";"30";"1062034494";"2020";"июнь";"";"";"";"";"";
"7648";"Айлин";"29";"1062034495";"2020";"июнь";"";"";"";"";"";
"7649";"Ясмина";"27";"1062034496";"2020";"июнь";"";"";"";"";"";
"7650";"Злата";"27";"1062034497";"2020";"июнь";"";"";"";"";"";
"7651";"Яна";"25";"1062034498";"2020";"июнь";"";"";"";"";"";
"7652";"Элина";"25";"1062034499";"2020";"июнь";"";"";"";"";"";
"7653";"Мира";"25";"1062034500";"2020";"июнь";"";"";"";"";"";
"7654";"Елена";"24";"1062034501";"2020";"июнь";"";"";"";"";"";
"7655";"Татьяна";"24";"1062034502";"2020";"июнь";"";"";"";"";"";
"7656";"Ирина";"24";"1062034503";"2020";"июнь";"";"";"";"";"";
"7657";"Альфия";"23";"1062034504";"2020";"июнь";"";"";"";"";"";
"7658";"Айша";"22";"1062034505";"2020";"июнь";"";"";"";"";"";
"7659";"Асия";"22";"1062034506";"2020";"июнь";"";"";"";"";"";
"7660";"Медина";"21";"1062034507";"2020";"июнь";"";"";"";"";"";
"7661";"Мадина";"21";"1062034508";"2020";"июнь";"";"";"";"";"";
"7662";"Оливия";"21";"1062034509";"2020";"июнь";"";"";"";"";"";
"7663";"Ариана";"20";"1062034510";"2020";"июнь";"";"";"";"";"";
"7664";"Юлия";"19";"1062034511";"2020";"июнь";"";"";"";"";"";
"7665";"Фатима";"19";"1062034512";"2020";"июнь";"";"";"";"";"";
"7666";"Раяна";"18";"1062034513";"2020";"июнь";"";"";"";"";"";
"7667";"Дарина";"17";"1062034514";"2020";"июнь";"";"";"";"";"";
"7668";"Малика";"17";"1062034515";"2020";"июнь";"";"";"";"";"";
"7669";"Самира";"17";"1062034516";"2020";"июнь";"";"";"";"";"";
"7670";"Зоя";"16";"1062034517";"2020";"июнь";"";"";"";"";"";
"7671";"Амира";"16";"1062034518";"2020";"июнь";"";"";"";"";"";
"7672";"Муслима";"16";"1062034519";"2020";"июнь";"";"";"";"";"";
"7673";"Лейла";"15";"1062034520";"2020";"июнь";"";"";"";"";"";
"7674";"Лея";"14";"1062034521";"2020";"июнь";"";"";"";"";"";
"7675";"Теона";"14";"1062034522";"2020";"июнь";"";"";"";"";"";
"7676";"Эмма";"14";"1062034523";"2020";"июнь";"";"";"";"";"";
"7677";"Каролина";"13";"1062034524";"2020";"июнь";"";"";"";"";"";
"7678";"Надежда";"13";"1062034525";"2020";"июнь";"";"";"";"";"";
"7679";"Хадиджа";"13";"1062034526";"2020";"июнь";"";"";"";"";"";
"7680";"Марина";"13";"1062034527";"2020";"июнь";"";"";"";"";"";
"7681";"Мила";"13";"1062034528";"2020";"июнь";"";"";"";"";"";
"7682";"Аврора";"13";"1062034529";"2020";"июнь";"";"";"";"";"";
"7683";"Милена";"13";"1062034530";"2020";"июнь";"";"";"";"";"";
"7684";"Нина";"13";"1062034531";"2020";"июнь";"";"";"";"";"";
"7685";"Любовь";"12";"1062034532";"2020";"июнь";"";"";"";"";"";
"7686";"Наталья";"12";"1062034533";"2020";"июнь";"";"";"";"";"";
"7687";"Антонина";"12";"1062034534";"2020";"июнь";"";"";"";"";"";
"7688";"Аглая";"12";"1062034535";"2020";"июнь";"";"";"";"";"";
"7689";"Аделя";"12";"1062034536";"2020";"июнь";"";"";"";"";"";
"7690";"Салиха";"12";"1062034537";"2020";"июнь";"";"";"";"";"";
"7691";"Карина";"11";"1062034538";"2020";"июнь";"";"";"";"";"";
"7692";"Пелагея";"11";"1062034539";"2020";"июнь";"";"";"";"";"";
"7693";"Марьяна";"11";"1062034540";"2020";"июнь";"";"";"";"";"";
"7694";"Агния";"11";"1062034541";"2020";"июнь";"";"";"";"";"";
"7695";"Марианна";"11";"1062034542";"2020";"июнь";"";"";"";"";"";
"7696";"Алисия";"11";"1062034543";"2020";"июнь";"";"";"";"";"";
"7697";"Светлана";"10";"1062034544";"2020";"июнь";"";"";"";"";"";
"7698";"Ярослава";"10";"1062034545";"2020";"июнь";"";"";"";"";"";
"7699";"Дария";"10";"1062034546";"2020";"июнь";"";"";"";"";"";
"7700";"Альбина";"10";"1062034547";"2020";"июнь";"";"";"";"";"";
"7701";"София";"212";"1062034548";"2020";"июль";"";"";"";"";"";
"7702";"Мария";"206";"1062034549";"2020";"июль";"";"";"";"";"";
"7703";"Анна";"181";"1062034550";"2020";"июль";"";"";"";"";"";
"7704";"Виктория";"167";"1062034551";"2020";"июль";"";"";"";"";"";
"7705";"Полина";"153";"1062034552";"2020";"июль";"";"";"";"";"";
"7706";"Елизавета";"146";"1062034553";"2020";"июль";"";"";"";"";"";
"7707";"Алиса";"141";"1062034554";"2020";"июль";"";"";"";"";"";
"7708";"Ева";"140";"1062034555";"2020";"июль";"";"";"";"";"";
"7709";"Анастасия";"135";"1062034556";"2020";"июль";"";"";"";"";"";
"7710";"Александра";"125";"1062034557";"2020";"июль";"";"";"";"";"";
"7711";"Дарья";"121";"1062034558";"2020";"июль";"";"";"";"";"";
"7712";"Вероника";"110";"1062034559";"2020";"июль";"";"";"";"";"";
"7713";"Варвара";"108";"1062034560";"2020";"июль";"";"";"";"";"";
"7714";"Ксения";"107";"1062034561";"2020";"июль";"";"";"";"";"";
"7715";"Арина";"100";"1062034562";"2020";"июль";"";"";"";"";"";
"7716";"Василиса";"98";"1062034563";"2020";"июль";"";"";"";"";"";
"7717";"Милана";"95";"1062034564";"2020";"июль";"";"";"";"";"";
"7718";"Екатерина";"92";"1062034565";"2020";"июль";"";"";"";"";"";
"7719";"Валерия";"71";"1062034566";"2020";"июль";"";"";"";"";"";
"7720";"Мирослава";"67";"1062034567";"2020";"июль";"";"";"";"";"";
"7721";"Кира";"63";"1062034568";"2020";"июль";"";"";"";"";"";
"7722";"Ульяна";"59";"1062034569";"2020";"июль";"";"";"";"";"";
"7723";"Сафия";"56";"1062034570";"2020";"июль";"";"";"";"";"";
"7724";"Вера";"56";"1062034571";"2020";"июль";"";"";"";"";"";
"7725";"Амина";"56";"1062034572";"2020";"июль";"";"";"";"";"";
"7726";"Софья";"52";"1062034573";"2020";"июль";"";"";"";"";"";
"7727";"Ангелина";"50";"1062034574";"2020";"июль";"";"";"";"";"";
"7728";"Таисия";"50";"1062034575";"2020";"июль";"";"";"";"";"";
"7729";"Алина";"49";"1062034576";"2020";"июль";"";"";"";"";"";
"7730";"Диана";"48";"1062034577";"2020";"июль";"";"";"";"";"";
"7731";"Алёна";"47";"1062034578";"2020";"июль";"";"";"";"";"";
"7732";"Маргарита";"46";"1062034579";"2020";"июль";"";"";"";"";"";
"7733";"Кристина";"45";"1062034580";"2020";"июль";"";"";"";"";"";
"7734";"Ольга";"44";"1062034581";"2020";"июль";"";"";"";"";"";
"7735";"Марьям";"41";"1062034582";"2020";"июль";"";"";"";"";"";
"7736";"Есения";"41";"1062034583";"2020";"июль";"";"";"";"";"";
"7737";"Юлия";"39";"1062034584";"2020";"июль";"";"";"";"";"";
"7738";"Стефания";"38";"1062034585";"2020";"июль";"";"";"";"";"";
"7739";"Амелия";"38";"1062034586";"2020";"июль";"";"";"";"";"";
"7740";"Майя";"36";"1062034587";"2020";"июль";"";"";"";"";"";
"7741";"Николь";"36";"1062034588";"2020";"июль";"";"";"";"";"";
"7742";"Мия";"34";"1062034589";"2020";"июль";"";"";"";"";"";
"7743";"Аделина";"33";"1062034590";"2020";"июль";"";"";"";"";"";
"7744";"Эмилия";"32";"1062034591";"2020";"июль";"";"";"";"";"";
"7745";"Алия";"29";"1062034592";"2020";"июль";"";"";"";"";"";
"7746";"Аиша";"29";"1062034593";"2020";"июль";"";"";"";"";"";
"7747";"Ариана";"29";"1062034594";"2020";"июль";"";"";"";"";"";
"7748";"Агата";"27";"1062034595";"2020";"июль";"";"";"";"";"";
"7749";"Ника";"27";"1062034596";"2020";"июль";"";"";"";"";"";
"7750";"Евгения";"25";"1062034597";"2020";"июль";"";"";"";"";"";
"7751";"Ясмина";"23";"1062034598";"2020";"июль";"";"";"";"";"";
"7752";"Айлин";"23";"1062034599";"2020";"июль";"";"";"";"";"";
"7753";"Асия";"22";"1062034600";"2020";"июль";"";"";"";"";"";
"7754";"Дарина";"21";"1062034601";"2020";"июль";"";"";"";"";"";
"7755";"Надежда";"21";"1062034602";"2020";"июль";"";"";"";"";"";
"7756";"Салиха";"21";"1062034603";"2020";"июль";"";"";"";"";"";
"7757";"Елена";"20";"1062034604";"2020";"июль";"";"";"";"";"";
"7758";"Мира";"20";"1062034605";"2020";"июль";"";"";"";"";"";
"7759";"Фатима";"18";"1062034606";"2020";"июль";"";"";"";"";"";
"7760";"Татьяна";"17";"1062034607";"2020";"июль";"";"";"";"";"";
"7761";"Марина";"17";"1062034608";"2020";"июль";"";"";"";"";"";
"7762";"Яна";"16";"1062034609";"2020";"июль";"";"";"";"";"";
"7763";"Лея";"16";"1062034610";"2020";"июль";"";"";"";"";"";
"7764";"Элина";"16";"1062034611";"2020";"июль";"";"";"";"";"";
"7765";"Раяна";"16";"1062034612";"2020";"июль";"";"";"";"";"";
"7766";"Мила";"16";"1062034613";"2020";"июль";"";"";"";"";"";
"7767";"Аврора";"16";"1062034614";"2020";"июль";"";"";"";"";"";
"7768";"Альфия";"16";"1062034615";"2020";"июль";"";"";"";"";"";
"7769";"Малика";"15";"1062034616";"2020";"июль";"";"";"";"";"";
"7770";"Злата";"15";"1062034617";"2020";"июль";"";"";"";"";"";
"7771";"Амира";"15";"1062034618";"2020";"июль";"";"";"";"";"";
"7772";"Сумая";"14";"1062034619";"2020";"июль";"";"";"";"";"";
"7773";"Самира";"13";"1062034620";"2020";"июль";"";"";"";"";"";
"7774";"Ирина";"13";"1062034621";"2020";"июль";"";"";"";"";"";
"7775";"Агния";"13";"1062034622";"2020";"июль";"";"";"";"";"";
"7776";"Милена";"13";"1062034623";"2020";"июль";"";"";"";"";"";
"7777";"Серафима";"13";"1062034624";"2020";"июль";"";"";"";"";"";
"7778";"Амалия";"12";"1062034625";"2020";"июль";"";"";"";"";"";
"7779";"Оливия";"12";"1062034626";"2020";"июль";"";"";"";"";"";
"7780";"Марианна";"12";"1062034627";"2020";"июль";"";"";"";"";"";
"7781";"Сабина";"12";"1062034628";"2020";"июль";"";"";"";"";"";
"7782";"Антонина";"12";"1062034629";"2020";"июль";"";"";"";"";"";
"7783";"Владислава";"11";"1062034630";"2020";"июль";"";"";"";"";"";
"7784";"Лидия";"11";"1062034631";"2020";"июль";"";"";"";"";"";
"7785";"Аниса";"11";"1062034632";"2020";"июль";"";"";"";"";"";
"7786";"Альбина";"11";"1062034633";"2020";"июль";"";"";"";"";"";
"7787";"Лиана";"11";"1062034634";"2020";"июль";"";"";"";"";"";
"7788";"Медина";"11";"1062034635";"2020";"июль";"";"";"";"";"";
"7789";"Мадина";"11";"1062034636";"2020";"июль";"";"";"";"";"";
"7790";"Азалия";"11";"1062034637";"2020";"июль";"";"";"";"";"";
"7791";"Нина";"11";"1062034638";"2020";"июль";"";"";"";"";"";
"7792";"Эмма";"11";"1062034639";"2020";"июль";"";"";"";"";"";
"7793";"Ясина";"11";"1062034640";"2020";"июль";"";"";"";"";"";
"7794";"Зоя";"10";"1062034641";"2020";"июль";"";"";"";"";"";
"7795";"Лейла";"10";"1062034642";"2020";"июль";"";"";"";"";"";
"7796";"Евангелина";"10";"1062034643";"2020";"июль";"";"";"";"";"";
"7797";"Сара";"10";"1062034644";"2020";"июль";"";"";"";"";"";
"7798";"Любовь";"10";"1062034645";"2020";"июль";"";"";"";"";"";
"7799";"Мелания";"10";"1062034646";"2020";"июль";"";"";"";"";"";
"7800";"Адель";"10";"1062034647";"2020";"июль";"";"";"";"";"";
"7801";"Анна";"212";"1062034648";"2020";"август";"";"";"";"";"";
"7802";"София";"210";"1062034649";"2020";"август";"";"";"";"";"";
"7803";"Мария";"206";"1062034650";"2020";"август";"";"";"";"";"";
"7804";"Виктория";"169";"1062034651";"2020";"август";"";"";"";"";"";
"7805";"Алиса";"163";"1062034652";"2020";"август";"";"";"";"";"";
"7806";"Полина";"140";"1062034653";"2020";"август";"";"";"";"";"";
"7807";"Елизавета";"133";"1062034654";"2020";"август";"";"";"";"";"";
"7808";"Ева";"130";"1062034655";"2020";"август";"";"";"";"";"";
"7809";"Александра";"123";"1062034656";"2020";"август";"";"";"";"";"";
"7810";"Арина";"123";"1062034657";"2020";"август";"";"";"";"";"";
"7811";"Анастасия";"120";"1062034658";"2020";"август";"";"";"";"";"";
"7812";"Варвара";"117";"1062034659";"2020";"август";"";"";"";"";"";
"7813";"Дарья";"106";"1062034660";"2020";"август";"";"";"";"";"";
"7814";"Вероника";"102";"1062034661";"2020";"август";"";"";"";"";"";
"7815";"Екатерина";"100";"1062034662";"2020";"август";"";"";"";"";"";
"7816";"Ксения";"96";"1062034663";"2020";"август";"";"";"";"";"";
"7817";"Василиса";"91";"1062034664";"2020";"август";"";"";"";"";"";
"7818";"Милана";"89";"1062034665";"2020";"август";"";"";"";"";"";
"7819";"Валерия";"80";"1062034666";"2020";"август";"";"";"";"";"";
"7820";"Ульяна";"75";"1062034667";"2020";"август";"";"";"";"";"";
"7821";"Мирослава";"63";"1062034668";"2020";"август";"";"";"";"";"";
"7822";"Амина";"61";"1062034669";"2020";"август";"";"";"";"";"";
"7823";"Кира";"60";"1062034670";"2020";"август";"";"";"";"";"";
"7824";"Софья";"59";"1062034671";"2020";"август";"";"";"";"";"";
"7825";"Вера";"58";"1062034672";"2020";"август";"";"";"";"";"";
"7826";"Алина";"58";"1062034673";"2020";"август";"";"";"";"";"";
"7827";"Алёна";"54";"1062034674";"2020";"август";"";"";"";"";"";
"7828";"Кристина";"43";"1062034675";"2020";"август";"";"";"";"";"";
"7829";"Марьям";"43";"1062034676";"2020";"август";"";"";"";"";"";
"7830";"Есения";"42";"1062034677";"2020";"август";"";"";"";"";"";
"7831";"Эмилия";"41";"1062034678";"2020";"август";"";"";"";"";"";
"7832";"Маргарита";"38";"1062034679";"2020";"август";"";"";"";"";"";
"7833";"Сафия";"38";"1062034680";"2020";"август";"";"";"";"";"";
"7834";"Стефания";"37";"1062034681";"2020";"август";"";"";"";"";"";
"7835";"Таисия";"37";"1062034682";"2020";"август";"";"";"";"";"";
"7836";"Ольга";"37";"1062034683";"2020";"август";"";"";"";"";"";
"7837";"Диана";"36";"1062034684";"2020";"август";"";"";"";"";"";
"7838";"Агата";"35";"1062034685";"2020";"август";"";"";"";"";"";
"7839";"Мия";"35";"1062034686";"2020";"август";"";"";"";"";"";
"7840";"Ангелина";"31";"1062034687";"2020";"август";"";"";"";"";"";
"7841";"Ника";"30";"1062034688";"2020";"август";"";"";"";"";"";
"7842";"Майя";"30";"1062034689";"2020";"август";"";"";"";"";"";
"7843";"Николь";"30";"1062034690";"2020";"август";"";"";"";"";"";
"7844";"Евгения";"29";"1062034691";"2020";"август";"";"";"";"";"";
"7845";"Дарина";"29";"1062034692";"2020";"август";"";"";"";"";"";
"7846";"Татьяна";"28";"1062034693";"2020";"август";"";"";"";"";"";
"7847";"Алия";"27";"1062034694";"2020";"август";"";"";"";"";"";
"7848";"Аделина";"27";"1062034695";"2020";"август";"";"";"";"";"";
"7849";"Амелия";"26";"1062034696";"2020";"август";"";"";"";"";"";
"7850";"Яна";"25";"1062034697";"2020";"август";"";"";"";"";"";
"7851";"Злата";"25";"1062034698";"2020";"август";"";"";"";"";"";
"7852";"Ариана";"24";"1062034699";"2020";"август";"";"";"";"";"";
"7853";"Юлия";"23";"1062034700";"2020";"август";"";"";"";"";"";
"7854";"Ясмина";"22";"1062034701";"2020";"август";"";"";"";"";"";
"7855";"Аиша";"21";"1062034702";"2020";"август";"";"";"";"";"";
"7856";"Айша";"19";"1062034703";"2020";"август";"";"";"";"";"";
"7857";"Оливия";"19";"1062034704";"2020";"август";"";"";"";"";"";
"7858";"Айлин";"18";"1062034705";"2020";"август";"";"";"";"";"";
"7859";"Елена";"17";"1062034706";"2020";"август";"";"";"";"";"";
"7860";"Элина";"17";"1062034707";"2020";"август";"";"";"";"";"";
"7861";"Мира";"17";"1062034708";"2020";"август";"";"";"";"";"";
"7862";"Милена";"17";"1062034709";"2020";"август";"";"";"";"";"";
"7863";"Альфия";"16";"1062034710";"2020";"август";"";"";"";"";"";
"7864";"Нина";"16";"1062034711";"2020";"август";"";"";"";"";"";
"7865";"Камилла";"15";"1062034712";"2020";"август";"";"";"";"";"";
"7866";"Сумая";"14";"1062034713";"2020";"август";"";"";"";"";"";
"7867";"Фатима";"14";"1062034714";"2020";"август";"";"";"";"";"";
"7868";"Камила";"14";"1062034715";"2020";"август";"";"";"";"";"";
"7869";"Амалия";"13";"1062034716";"2020";"август";"";"";"";"";"";
"7870";"Малика";"13";"1062034717";"2020";"август";"";"";"";"";"";
"7871";"Лейла";"13";"1062034718";"2020";"август";"";"";"";"";"";
"7872";"Марина";"13";"1062034719";"2020";"август";"";"";"";"";"";
"7873";"Мила";"13";"1062034720";"2020";"август";"";"";"";"";"";
"7874";"Любовь";"13";"1062034721";"2020";"август";"";"";"";"";"";
"7875";"Ярослава";"13";"1062034722";"2020";"август";"";"";"";"";"";
"7876";"Салиха";"13";"1062034723";"2020";"август";"";"";"";"";"";
"7877";"Раяна";"12";"1062034724";"2020";"август";"";"";"";"";"";
"7878";"Ирина";"12";"1062034725";"2020";"август";"";"";"";"";"";
"7879";"Амира";"12";"1062034726";"2020";"август";"";"";"";"";"";
"7880";"Асия";"12";"1062034727";"2020";"август";"";"";"";"";"";
"7881";"Муслима";"12";"1062034728";"2020";"август";"";"";"";"";"";
"7882";"Эмма";"12";"1062034729";"2020";"август";"";"";"";"";"";
"7883";"Аделя";"12";"1062034730";"2020";"август";"";"";"";"";"";
"7884";"Серафима";"11";"1062034731";"2020";"август";"";"";"";"";"";
"7885";"Дария";"11";"1062034732";"2020";"август";"";"";"";"";"";
"7886";"Карина";"10";"1062034733";"2020";"август";"";"";"";"";"";
"7887";"Лея";"10";"1062034734";"2020";"август";"";"";"";"";"";
"7888";"Каролина";"10";"1062034735";"2020";"август";"";"";"";"";"";
"7889";"Самира";"10";"1062034736";"2020";"август";"";"";"";"";"";
"7890";"Аврора";"10";"1062034737";"2020";"август";"";"";"";"";"";
"7891";"Теона";"10";"1062034738";"2020";"август";"";"";"";"";"";
"7892";"Афина";"10";"1062034739";"2020";"август";"";"";"";"";"";
"7893";"Антонина";"10";"1062034740";"2020";"август";"";"";"";"";"";
"7894";"Адель";"10";"1062034741";"2020";"август";"";"";"";"";"";
"7895";"Моника";"10";"1062034742";"2020";"август";"";"";"";"";"";
"7896";"Аниса";"9";"1062034743";"2020";"август";"";"";"";"";"";
"7897";"Мадина";"9";"1062034744";"2020";"август";"";"";"";"";"";
"7898";"Марианна";"9";"1062034745";"2020";"август";"";"";"";"";"";
"7899";"Светлана";"9";"1062034746";"2020";"август";"";"";"";"";"";
"7900";"Аруузат";"9";"1062034747";"2020";"август";"";"";"";"";"";
"7901";"Мария";"216";"1078697187";"2020";"Сентябрь";"";"";"";"";"";
"7902";"София";"213";"1078697188";"2020";"Сентябрь";"";"";"";"";"";
"7903";"Анна";"172";"1078697189";"2020";"Сентябрь";"";"";"";"";"";
"7904";"Виктория";"147";"1078697190";"2020";"Сентябрь";"";"";"";"";"";
"7905";"Елизавета";"147";"1078697191";"2020";"Сентябрь";"";"";"";"";"";
"7906";"Алиса";"137";"1078697192";"2020";"Сентябрь";"";"";"";"";"";
"7907";"Полина";"127";"1078697193";"2020";"Сентябрь";"";"";"";"";"";
"7908";"Ева";"126";"1078697194";"2020";"Сентябрь";"";"";"";"";"";
"7909";"Александра";"112";"1078697195";"2020";"Сентябрь";"";"";"";"";"";
"7910";"Арина";"101";"1078697196";"2020";"Сентябрь";"";"";"";"";"";
"7911";"Варвара";"99";"1078697197";"2020";"Сентябрь";"";"";"";"";"";
"7912";"Вероника";"97";"1078697198";"2020";"Сентябрь";"";"";"";"";"";
"7913";"Ксения";"96";"1078697199";"2020";"Сентябрь";"";"";"";"";"";
"7914";"Милана";"96";"1078697200";"2020";"Сентябрь";"";"";"";"";"";
"7915";"Анастасия";"95";"1078697201";"2020";"Сентябрь";"";"";"";"";"";
"7916";"Василиса";"92";"1078697202";"2020";"Сентябрь";"";"";"";"";"";
"7917";"Екатерина";"84";"1078697203";"2020";"Сентябрь";"";"";"";"";"";
"7918";"Дарья";"81";"1078697204";"2020";"Сентябрь";"";"";"";"";"";
"7919";"Кира";"80";"1078697205";"2020";"Сентябрь";"";"";"";"";"";
"7920";"Вера";"63";"1078697206";"2020";"Сентябрь";"";"";"";"";"";
"7921";"Софья";"62";"1078697207";"2020";"Сентябрь";"";"";"";"";"";
"7922";"Мирослава";"60";"1078697208";"2020";"Сентябрь";"";"";"";"";"";
"7923";"Валерия";"57";"1078697209";"2020";"Сентябрь";"";"";"";"";"";
"7924";"Амина";"56";"1078697210";"2020";"Сентябрь";"";"";"";"";"";
"7925";"Сафия";"48";"1078697211";"2020";"Сентябрь";"";"";"";"";"";
